Dunseth et al. 2017,"Dunseth, Z.C., Junge, A., Lomax, J., Boaretto, E., Finkelstein, I., Fuchs, M. and Shahack-Gross, R., 2017. Dating archaeological sites in an arid environment: A multi-method case study in the Negev Highlands, Israel. Journal of Arid Environments, 144, pp.156-169.",,,,,,
Eckmeier et al. 2012,"Eckmeier, E., Yeshurun, R., Weinstein-Evron, M., Mintz, E., & Boaretto, E. (2012). 14 C Dating of the Early Natufian at El-Wad Terrace, Mount Carmel, Israel: Methodology and Materials Characterization. Radiocarbon, 54(3-4), 823-836.",,,,,,
Eddy & Wendorf 1999,"Eddy, F.W., Wendorf, F., 1999. An Archaeological Investigation of the Central Sinai, Egypt. University Press of Colorado, Boulder, Colorado.",,,,,,
Edwards 1988,"Edwards, P. C. (1988). Natufian settlement in Wadi al-Hammeh. Paléorient, 309-315.",,,,,,
Edwards 2001,"Edwards, P. C., 2001. Nine millennia by Lake Lisan: the Epipalaeolithic in the East Jordan Valley between 20,000 and 11,000 years ago. In: Studies in the History and Archaology oj Jordan VII. Amman: Department of Antiquities of Jordan, 85-93. ",,,,,,
Edwards 2012,"Edwards, P. C. (Ed.). (2012). Wadi Hammeh 27, an early Natufian settlement at Pella in Jordan. Brill.",,,,,,
Edwards 2016,"Edwards, P.C., 2016. The chronology and dispersal of the Pre-pottery Neolithic B cultural complex in the Levant. Paléorient, 42(2), 53-72.",,,,,,
Edwards et al. 1988,"Edwards, P.C., Bourke, S.J., Colledge, S.M., Head, J. and Macumber, P.G., 1988. Late Pleistocene prehistory in the wadi al-Hammeh, Jordan Valley. The Prehistory of Jordan, 2, pp.525-565.",,,,,,
Edwards et al. 1996,"Edwards, P.C., Macumber, P.G. and John Head, M., 1996. The Early Epipalaeolithic of Wadi al-Hammeh. Levant, 28(1), pp.115-130.",,,,,,
Edwards et al. 2002,"Edwards, P.C., Meadows, J., Sayej, G. and Westaway, M., 2004. From the PPNA to the PPNB: new views from the Southern Levant after excavations at Zahrat adh-Dhra'2 in Jordan. Paléorient, pp.21-60.",,,,,,
Edwards et al. 2004,"Edwards, P.C., Meadows, J., Sayej, G. and Metzger, M.C., 2002. Zahrat Adh-Dhraʿ 2: A New Pre-Pottery Neolithic A Site on the Dead Sea Plain in Jordan. Bulletin of the American Schools of Oriental Research, 327(1), pp.1-15.",,,,,,
Edwards et al. 2013 ,"Edwards, P.C., Bocquentin, F., Colledge, S.M., Edwards, Y., Le Dosseur, G., Martin, L., Stanin, Z. and Webb, J., 2013. Wadi Hammeh 27: an Open-air ‘Base-camp’on the Fringe of the Natufian ‘Homeland’. In:  F. Valla, O. Bar-Yosef (Eds.), Natufian Foragers in the LevantPublisher: International Monographs in Prehistory. Ann Arbor: International Monographs in Prehistory, 319-348.  ",,,,,,
Engel 1993,"Engel, T., 1993. Charcoal remains from an Iron Age copper smelting slag heap at Feinan, Wadi ArabahQordan). Vegetation History and Archaeobotany, 2, 205-21l. ",,,,,,
Erez et al. 2016,"Erez, B.Y., Yitzhak, V., van den Brink Edwin, C.M. and Ron, B., 2016. A new Ghassulian metallurgical assemblage from Bet Shemesh (Israel) and the earliest leaded copper in the Levant. Journal of Archaeological Science: Reports, 9, pp. 493-504.",,,,,,
Falconer & Fall 2016,"Falconer, S.E. and Fall, P.L., 2016. A radiocarbon sequence from Tell Abu en-Ni ‘aj, Jordan and its implications for Early Bronze IV chronology in the Southern Levant. Radiocarbon 58(3), 615-647.",,,,,,
Fall et al. 2019,"Fall, P.L., Falconer, S.E. and Porson, S., 2019. Archaeobotanical inference of intermittent settlement and agriculture at Middle Bronze Age Zahrat adh-Dhra'1, Jordan. Journal of Archaeological Science: Reports, 26, p.101884.",,,,,,
Fantalkin et al.  2011,"Fantalkin, A., Finkelstein, I. and Piasetzky, E., 2011. Iron Age Mediterranean chronology: a rejoinder. Radiocarbon 53(1), 179-198.",,,,,,
Farahani 2018,"Farahani, A., 2018. A 2500-year historical ecology of agricultural production under empire in Dhiban, Jordan. Journal of Anthropological Archaeology, 52, 137-155.",,,,,,
Finkelstein & Piasetzky 2007,"Finkelstein, I. and Piasetzky, E., 2007. Radiocarbon dating and Philistine chronology with an addendum on el-Ahwat. Ägypten und Levante/Egypt and the Levant 17, 73-82.",,,,,,
Finkelstein & Piasetzky 2010,"Finkelstein, I. and Piasetzky, E., 2010. The Iron I/IIA transition in the Levant: a reply to Mazar and Bronk Ramsey and a new perspective. Radiocarbon 52(4), 1667-1680.",,,,,,
Finkelstein 2002,"Finkelstein, I. (2002). Gezer revisited and revised. Tel Aviv, 29(2), 262-296.",,,,,,
Finlayson & Makarewicz 2018  ,"Finlayson, B., & Makarewicz, C. A. (2018). Contextualising Beidha, Jordan, in the Southern Levantine PPNB: Communal architecture and chronology. Paléorient, 44(1), 35-56.",,,,,,
Finlayson & Mithen 2007,"Finlayson, B. and Mithen, S., 2007. The early prehistory of Wadi Faynan, Southern Jordan: archaeological survey of Wadis Faynan, Ghuwayr and Al Bustan and evaluation of the Pre-Pottery Neolithic A site of WF16. Oxbow Books.",,,,,,
Finlayson et al. 2003,"Finlayson, Bill, et al. (2003), 'Dhra', Excavation Project, 2002 Interim Report', Levant, 35, 1-38.",,,,,,
Finlayson et al. 2011,"Finlayson, B., Mithen, S.J., Najjar, M., Smith, S., Maričević, D., Pankhurst, N. and Yeomans, L., 2011. Architecture, sedentism, and social complexity at Pre-Pottery Neolithic A WF16, southern Jordan. Proceedings of the National Academy of Sciences, 108(20), pp.8183-8188.",,,,,,
Fischer 2000,"Fischer, P. M. (2000). The Early Bronze age at Tell Abu al-Kharaz, Jordan Valley: a study of pottery typology, and provenance. radiocarbon dates and the synchronization of Palestine and Egypt during Dynasty 0–2. Ceramics and Change in the Early Bronze Age Southern Levant. Sheffield: Sheffield Academic Press. p, 201-32.",,,,,,
Fischer 2014,"Fischer, P., 2014. The Southern Levant (Transjordan) During the Late Bronze Age. In: Steiner, M.L. and Killebrew, A.E. (Eds.). The Oxford Handbook of the Archaeology of the Levant: c. 8000-332 BCE. Oxford: Oxford University Press. ",,,,,,
Flohr et al. 2016  ,"Flohr, P., Fleitmann, D., Matthews, R., Matthews, W. and Black, S., 2016. Evidence of resilience to past climate change in Southwest Asia: Early farming communities and the 9.2 and 8.2 ka events. Quaternary Science Reviews 136, 23-39.",,,,,,
Forenbaher 1997,"FORENBAHER, S. (1997). Lithic Assemblage from Har Harif (Central Negev Highlands). Journal of the Israel Prehistoric Society, 27, 83-100.",,,,,,
Free 1957,"Free, J. P. (1957). Radiocarbon date of Iron Age level at Dothan. Bulletin of the American Schools of Oriental Research, 147(1), 36-37.",,,,,,
Fujii 2009,"Fujii, S. (2009). Flint Bowlets. A Comprehensive Review from Wadi Abu Tulayha, Ma ‘an Region. NEO-LITHICS 2/09.",,,,,,
Galili & Nir 1993,"Galili, Ehud and Nir, Yaacov (1993), 'The submerged Pre-Pottery Neolithic water well of Atlit-Yam, northern Israel, and its palaeoenvironmental implications', The Holoceneq, 3 (3), 265-70.",,,,,,
Galili et al. 1997,"Galili, E., Stanley, D. J., Sharvit, J., & Weinstein-Evron, M., 1997. Evidence for earliest olive-oil production in submerged settlements off the Carmel coast, Israel. Journal of Archaeological Science, 24(12), 1141-1150.",,,,,,
Galili et al. 1993,"Galili, E., Weinstein-Evron, M., Hershkovitz, I., Gopher, A., Kislev, M., Lernau, O., Kolska-Horwitz, L., & Lernaut, H. (1993). Atlit-Yam: A Prehistoric Site on the Sea Floor off the Israeli Coast. Journal of Field Archaeology, 20, 133-157. https://doi.org/10.1179/JFA.1993.20.2.133.",,,,,,
Garfinkel & Ben-Shlomo 2009,"Garfinkel, Yosef and Ben-Shlomo, David (eds.) (2009), Sha'ar Hagolan. Volume 2: The rise of urban concepts in the ancient Near East (Qedem reports, Jerusalem: The Institute of Archaeology, the Hebrew University of Jerusalem).",,,,,,
Garfinkel & Dag 2006  ,"Garfinkel, Y., Ashkenazi, S., & Dag, D. (2006). Gesher, a Pre-pottery Neolithic A Site in the Central Jordan Valley, Israel: A Final Report. Ex oriente.",,,,,,
Garfinkel & Kang 2011,"Garfinkel, Y. and Kang, H.G., 2011. The relative and absolute chronology of Khirbet Qeiyafa: very late Iron Age I or very early Iron Age IIA? Israel Exploration Journal 61, pp.171-183.",,,,,,
Garfinkel & Nadel 1989,"Garfinkel, Y., & Nadel, D. (1989). The Sultanian flint assemblage from Gesher and its implications for recognizing early Neolithic entities in the Levant. Paléorient, 139-151.",,,,,,
Garfinkel 1987,"Garfinkel, Y., Carmi, I. and Vogel, J.C., 1987. Dating of Horsebean and Lentil Seeds from the Pre-Pottery Neolithic B Village of Yiftaḥ'el. Israel Exploration Journal, pp.40-42.",,,,,,
Garfinkel 1993  ,"Garfinkel, Y., 1993. The Yarmukian Culture in Israel. Paléorient, pp.115-134.",,,,,,
Garfinkel 1999,"Garfinkel, Y., 1999. Neolithic and Chalcolithic pottery of the southern Levant (Qedem 39). Jerusalem: The Hebrew University of Jerusalem. ",,,,,,
Garfinkel et al. 2006,"Garfinkel, Y., Vered, A., & Bar-Yosef, O. (2006). The domestication of water: the Neolithic well at Sha'ar Hagolan, Jordan Valley, Israel. antiquity, 80(309), 686-696.",,,,,,
Garfinkel et al. 2015,"Garfinkel, Y., Streit, K., Ganor, S. and Reimer, P.J., 2015. King David's city at Khirbet Qeiyafa: results of the second radiocarbon dating project. Radiocarbon 57(5), pp.881-890.",,,,,,
Garrard & Byrd 1992,"Garrard, A. N., & Byrd, B. F. (1992). New dimensions to the Epipalaeolithic of the Wadi el-Jilat in central Jordan. Paléorient, 47-62.",,,,,,
Garrard & Byrd 2013,"Garrard, A. and Byrd, B. (2013), Beyond the Fertile Crescent: Late Palaeolithic and Neolithic communities of the Jordanian Steppe. The Azraq Basin Project. Volume 1: Project background and the Late Palaeolithic (Oxford: Oxbow Books).",,,,,,
Garrard et al. 1988,"Garrard, A. N., COLLEDGE, S., Hunt, G., & Montague, R. (1988). Environment and subsistence during the Late Pleistocene and Early Holocene in the Azraq Basin. Paléorient, 14(2), 40-49.",,,,,,
Garrard et al. 1994,"Garrard, A., Baird, D., and Byrd, B. F., 1994. The chronological basis and significance of the Late Palaeolithic and Neolithic sequence in the Azraq Basin, Jordan. In: Ofer Bar-Yosef and R. S. Kra (eds.), Late Quaternary chronology and paleoclimates of the Eastern Mediterranean (Tucson, Arizona: Radiocarbon), 177-99.",,,,,,
Gebel 2008,"Gebel, H. G. K. (2008), 'Neolithic 'Ain Jamam near Ras an-Naqb: The pre-1993 field research history', Neo-Lithics, 1/08, 16-25.",,,,,,
Gebel 2009,"Gebel, H. G. K. (2009), 'The intricacy of Neolithic rubble layers. The Ba'ja, Basta, and 'Ain Rahub evidence', Neo-Lithics, 1/09, 33-48.",,,,,,
Gebel et al. 2011,"Gebel, H. G. K., Mahasneh, H. M., Keilholz, P., & Baumgarten, J. (2011). Life at the Edge: Sepulchral, Hydraulic and Pastoral Land Use in Wādīs as-Sahab al-Abyaḍ and al-Asmar, Southeastern Jordan. Preliminary Report of the Eastern Jafr JAP, 4th Season, 2010.",,,,,,
Gebel et al. 2013,"Gebel, H. G. K., & Mahasneh, H. M. (2013). Disappeared by Climate Change. The Shepherd Cultures of Qulban Ceni Murra (2nd Half of the 5th Millennium BC) and their Aftermath. Syria. Archéologie, art et histoire, (90), 127-158.",,,,,,
Genz 2002,"Genz, H., 2002. Die frühbronzezeitliche Keramik von Hirbet ez-Zeraqon: mit Studien zur Chronologie und funktionalen Deutung frühbronzezeitlicher Keramik in der südlichen Levante. Wiesbaden: Harrasowitz Verlag. ",,,,,,
Giaime et al. 2021,"Giaime, M., Jol, H. M., Salmon, Y., López, G. I., abu Hamid, A., Bergevin, L., ... & Artzy, M. (2021). Using a multi-proxy approach to locate the elusive Phoenician/Persian anchorage of Tel Akko (Israel). Quaternary International.",,,,,,
Gibbs et al. 2010,"Gibbs, K., Kadowaki, S. and Banning, E.B., 2010. Excavations at al-Basatin, a late Neolithic and Early Bronze I site in Wadi Ziqlab, northern Jordan. Annual of the Department of Antiquities of Jordan 54, pp.461-476.",,,,,,
Gilboa & Sharon 2003,"Gilboa, A., and Sharon, I., 2003. An archaeological contribution to the Early Iron Age chronological debate: alternative chronologies for Phoenicia and their effects on the Levant, Cyprus, and Greece. Bulletin of the American Schools of Oriental Research, 332(1), 7-80.",,,,,,
Gilead 1988  ,"Gilead, I., 1988. The Chalcolithic period in the Levant. Journal of World Prehistory 2(4), pp.397-443.",,,,,,
Gilead 1991,"Gilead, I., 1991. The upper Paleolithic period in the Levant. Journal of World Prehistory 5(2), 105-154.",,,,,,
Gilead et al. 1994,"Gilead, I., Rosen, S. A., & Fabian, P. (1994). Horvat Matar (Bir Abu Matar)–1990/1991. Excavations Surv Israel, 12, 97-99.",,,,,,
Gilot 1970,"Gilot, E. (1970). Louvain natural radiocarbon measurements VIII. Radiocarbon, 12(1), 156-160.",,,,,,
Golani & Yogev 1996,"Golani, A., & Yogev, O. (1996). The 1980 Excavations at Tel Sasa. Atiqot, 28, 41-58.",,,,,,
Gopher & Gophna 1993,"Gopher, A. and Gophna, R., 1993. Cultures of the Eighth and Seventh Millennia BP in the Southern Levant: A Review for the 1990s. Journal of World Prehistory 7(3), 297-353.",,,,,,
Gopher & Goring-Morris 1998,"Gopher, A., & Goring-Morris, A. N. (1998). Abu Salem: A Pre-Pottery Neolithic B Camp in the Central Negev Highlands, Israel. Bulletin of the American Schools of Oriental Research, 312(1), 1-20.",,,,,,
Gopher 1989,"Gopher, A., 1989. Horvat Galil and Nahal Betzet I: Two Neolithic sites in the Upper Galilee. Mitekufat Haeven: Journal of the Israel Prehistoric Society/מתקופת האבן, pp.82-92.",,,,,,
Gopher 1995,"Gopher, A, 1995. Early Pottery-Bearing Groups in Israel—The Pottery Neolithic Period. In Archaeology of Society in the Holy Land. edited by T. E. Levy, pp. 206225. Sheffield University Press, Sheffield.",,,,,,
Gopher et al. 2013,"Gopher, A., Lemorini, C., Boaretto, E., Carmi, I., Barkai, R. and Schechter, H.C., 2013. Qumran Cave 24, a Neolithic-Chalcolithic site by the Dead Sea: A short report and some information on lithics. In:  Borrell, F., Ibáñez, J.J. and Molist, M. (Eds.), Stone Tools in Transition: From Hunter-Gatherers to Farming Societies in the Near East. Barcelona: Servei de Publicacions de la Universitat Autònoma de Barcelona, pp.101-114.",,,,,,
Gopna & Sadeh 1979,"Gophna, R. and Sadeh, S., 1988. Excavations at Tel Tsaf: an early Chalcolithic site in the Jordan Valley. Tel Aviv, 15(1), pp.3-36.",,,,,,
Neeley et al. 1998,"Neeley, M., Peterson, J., Clark, G., Fish, S., & Glass, M. (1998). Investigations at Tor al-Tareeq: An Epipaleolithic Site in the Wadi el-Hasa, Jordan. Journal of Field Archaeology, 25, 295-317. https://doi.org/10.1179/009346998792005414.",,,,,,
Goring-Morris & Gopher 1983,"Goring-Morris, A.N. and Gopher, A., 1983. Naḥal Issaron: A Neolithic settlement in the southern Negev: preliminary report of the excavations in 1980. Israel Exploration Journal, pp.149-162.",,,,,,
Goring-Morris 1987,"Goring-Morris, A.N., 1987. At the edge: terminal Pleistocene hunter-gatherers in the Negev and Sinai. Oxford: BAR International Series 361. ",,,,,,
Goring-Morris 1991,"Goring-Morris, A. N., 1991. The Harifian of the Southern Levant. In: O. Bar-Yosef and F. R. Valla (Eds.), The Natufian Culture in the Levant. Ann Arbor: International Monographs in Prehistory, pp. 173–216.",,,,,,
Goring-Morris 1993,"Goring-Morris, A. N., 1993. From foraging to herding in the Negev and Sinai: the Early to Late Neolithic transition. Paléorient, pp.65-89.",,,,,,
Goring-Morris et al. 1998,"Goring‐Morris, N., Baruch, U., Belfer‐Cohen, A. and Rosen, S., 1998. Epipalaeolithic occupations in Nahal Neqarot Rockshelter, Negev, Israel: Radiocarbon dating and identification of charred wood remains. Geoarchaeology: An International Journal, 13(2), pp. 219-232.",,,,,,
Görsdorf 2002,"Görsdorf, J., 2002. New 14C Datings of Prehistoric Settlements in the South of Jordan. In: Eichmann, R. (eds.), Ausgrabungen un Surveys im Vorderen Orient I. Rahden/Westf.: Verlag Marie Leidorf GmbH, 333-339. ",,,,,,
Gowlett & Hedges 1987,"Gowlett, J.A., Hedges, R.E., Law, I.A. and Perry, C., 1987. Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 5. Archaeometry, 29(pt. 1), pp.125-155.",,,,,,
Gowlett 1987,"Gowlett, J.A., 1987. The archaeology of radiocarbon accelerator dating. Journal of World Prehistory, 1(2), pp.127-170. ",,,,,,
Gowlett et al. 1987,"Gowlett, J.A., Hedges, R.E., Law, I.A. and Perry, C., 1987. Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 5. Archaeometry, 29(pt. 1), pp.125-155.",,,,,,
Gregoricka & Sheridan 2017,"Gregoricka, L.A. and Sheridan, S.G., 2017. Continuity or conquest? A multi‐isotope approach to investigating identity in the Early Iron Age of the Southern Levant. American journal of physical anthropology 162(1), pp.73-89.",,,,,,
Grosman et al. 2016,"Grosman, L., Munro, N.D., Abadi, I., Boaretto, E., Shaham, D., Belfer-Cohen, A. and Bar-Yosef, O., 2016. Nahal Ein gev II, a late natufian community at the sea of galilee. PloS one 11(1), p.e0146647.",,,,,,
Haas 1977,"Haas, H., 1977. Radiocarbon dating of charcoal and ostrich egg shells from Mushabi",,,,,,
Haber & Dayan 2004,"Haber, A. and Dayan, T., 2004. Analyzing the process of domestication: Hagoshrim as a case study. Journal of Archaeological Science, 31 (11), 1587-601.",,,,,,
Hadas et al. 2005,"Hadas, G., Liphschitz, N. and Bonani, G., 2005. Two ancient wooden anchors from Ein Gedi, on the Dead Sea, Israel. International Journal of Nautical Archaeology 34(2), pp.299-307.",,,,,,
Haimi 2008,"Haimi, Y. (2008). Tel Sheva. Hadashot Arkheologiyot: Excavations and Surveys in Israel/חדשות ארכיאולוגיות: חפירות וסקרים בישראל.‎",,,,,,
Harrison & Barlow 2005,"Harrison, T.P. and Barlow, C., 2005. Mesha, the Mishor, and the Chronology of Iron Age Madaba. In: Levy, T. and Higham, T., 2005. The Bible and radiocarbon dating: archaeology, text and science. London: Routledge, 179-190.",,,,,,
Hauptmann 1989,"Hauptmann, A., 1989. The Earliest Periods of Copper Metallurgy in Feinan, Jordan. In: A. Hauptmann, E. Pernicka, and G.A. Wagner (eds.), Old World Archaeometallurgy. Der Anschnitt Beiheft 7. Bochum: Deutsches Bergbau Museum, 119-135.",,,,,,
Haynes & Haas 1974,"Haynes, V. and Haas, H., 1974. Southern Methodist University radiocarbon date list I. Radiocarbon, 16(3), pp.368-380.",,,,,,
Hedges 1987,"Hedges, R., 1987. RADIOCARBON DATING BY ACCELERATOR MASS SPECTROMETRY APPLICATIONS TO ARCHAEOLOGY IN THE NEAR EAST. Chronologies du Proche Orient, 1, 121.",,,,,,
Hedges et al. 1989,"Hedges, R.E.M., Housley, R.A., Law, I.A. and Bronk, C.R., 1989. Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 9. Archaeometry, 31(2), pp.207-234.",,,,,,
Hedges et al. 1991,"Hedges, R.E.M., Housley , R.A., Bronk, C.R., and Van Klinken, G. J., 1991. Radiocarbon dates from the Oxford AMS System: Archaeometry datelist 12. Archaeometry, 33, pp. 121-134.",,,,,,
Hedges et al. 1992,"Hedges, R.E., Housley, R.A., Bronk, C.R. and van Klinken, G.J., 1992. Radiocarbon dates from the Oxford AMS system: Archaeometry Datelist 14. Archaeometry, 34(pt. 1), pp.141-159.",,,,,,
Henry 1982,"Henry, D.O., 1982. The prehistory of southern Jordan and relationships with the Levant. Journal of Field Archaeology, 9(4), pp.417-444.",,,,,,
Henry 1988,"Henry, D.O., 1988. The Epipaleolithic sequence within the Ras en Naqb-el Quweira area, southern Jordan. Paléorient, pp.245-256.",,,,,,
Henry 1992,"Henry, D. O., 1992. Seasonal movements of fourth millennium pastoral nomads in the Wadi Hisma, Southern Jordan. In: M. Zaghloul and K. ’Amr (eds.), History and archaeology of Jordan. Vol. 4. Amman: Department of Antiquities, 137–43.",,,,,,
Henry 1995,"Henry, D. O., 1995. Prehistoric cultural ecology and evolution: insights from Southern Jordan. New York: Plenum Press.",,,,,,
Henry et al. 1981,"Henry, D.O., Leroi-Gourhan, A. and Davis, S., 1981. The excavation of Hayonim Terrace: An examination of terminal Pleistocene climatic and adaptive changes. Journal of Archaeological Science, 8(1), pp.33-58.",,,,,,
Henry et al. 1983,"Henry, D.O., Hassan, F.A., Henry, K.C. and Jones, M., 1983. An investigation of the prehistory of southern Jordan. Palestine Exploration Quarterly, 115(1), pp.1-24.",,,,,,
Henry et al. 2002,"Henry, D.O., White, J.J., Beaver, J.E., Kadowaki, S., Nowell, A., Cordova, C., Dean, R.M., Ekstrom, H., McCorriston, J., Hietala, H. and Scott-Cummings, L., 2002. Interim report: Research at the PPNB site of Ayn Abu Nukhayla, southern Jordan. Neo-Lithics, 2(02), pp.14-17.",,,,,,
Henry et al. 2003  ,"Henry, D.O., Cordova, C., White, J.J., Dean, R.M., Beaver, J.E., Ekstrom, H., Kadowaki, S., McCorriston, J., Nowell, A. and Scott-Cummings, L., 2003. The Early Neolithic Site of Ayn Abū Nukhayla, Southern Jordan. Bulletin of the American Schools of Oriental Research, 330(1), pp.1-30.",,,,,,
Higham et al. 2007,"Higham, T. F. G., Bronk Ramsey, C., Brock, F., Baker, D., & Ditchfield, P., 2007. Radiocarbon dates from the oxford ams system: archaeometry datelist 32. Archaeometry 49(S1), 1-60.",,,,,,
Höflmayer et al. 2016a,"Höflmayer, F., Kamlah, J., Sader, H., Dee, M.W., Kutschera, W., Wild, E.M. and Riehl, S., 2016. New evidence for Middle Bronze Age chronology and synchronisms in the Levant: Radiocarbon dates from Tell el-Burak, Tell el-Dabʿa, and Tel Ifshar compared. Bulletin of the American Schools of Oriental Research 375, pp.53-76.",,,,,,
Höflmayer et al. 2016b,"Höflmayer, F., Yasur-Landau, A., Cline, E.H., Dee, M.W., Lorentzen, B., and Riehl, S., 2016. New radiocarbon dates from Tel Kabri support a high Middle Bronze Age chronology. Radiocarbon, 58(3), 599-613.",,,,,,
Höflmayer et al. 2019,"Höflmayer, F., 2019. THE EXPULSION OF THE HYKSOS AND THE END OF THE MIDDLE BRONZE AGE: A REASSESSMENT IN LIGHT OF RECENT CHRONOLOGICAL RESEARCH. Journal of Ancient Egyptian Interconnections, 21.",,,,,,
Holdorf 2010 ,"Holdorf, P.S., 2010. Comparison of EB IV radiocarbon results from Khirbat Iskandar and Bab adh-Dhra. In: S. Richard et al. 2010 (Eds.), Archaeological Expedition to Khirbat Iskander and its Environs, Jordan: Khirbat Iskander: Final Report on the Early Bronze IV Area C 'Gateway' and Cemeteries. Boston: American Schools of Oriental Research, 267-270.",,,,,,
Holzer et al. 2010,"Holzer, A., Avner, U., Porat, N. and Horwitz, L.K., 2010. Desert kites in the Negev desert and northeast Sinai: Their function, chronology and ecology. Journal of arid environments, 74(7), pp. 806-817.",,,,,,
Horwitz 2003,"Horwitz, L. K. (2003), 'Temporal and spatial variation in Neolithic caprine exploitation strategies: a case study of fauna from the site of Yiftah'el (Israel)', Paléorient, 29 (1), 19-58.",,,,,,
Housley 1994,"Housley, R.A., 1994. Eastern Mediterranean chronologies. The Oxford AMS contribution. Radiocarbon 36, 55-73.",,,,,,
Hovers 1989,"Hovers, E. 1989. Settlemnet Patterns in the Lower Jorden Valley in eth Epi-Paleolitic and Neolitic Times. In: I. Hershkovitz ed. People and Culture in Change: mesolithic and Neolithic Populations of Europe and teh mediterranean Basin (BAR Int. S. 508). Oxford. PP 38-51. ",,,,,,
Hunt et al. 2007,"Hunt, C., Mattingly, D., Barker, G. and Gilbertson, D., 2007. Appendix 1. Published radiocarbon dates from the Faynan region. 2007b. Archaeology and Desertification: The Wadi Faynan Landscape Survey, Southern Jordan. Council for British Research in the Levant & Oxbow Books, Oxford, pp.439-444.",,,,,,
Hurst & Lawn 1984,"Hurst, B.J., and Lawn, B., 1984. University of Pennsylvania radiocarbon dates XXII. Radiocarbon, 26(2), 212-240.",,,,,,
Ibáñez et al. 2015  ,"Ibáñez, J. J., Muñiz, J., Iriarte, E., Monik, M., Santana, J., Teira, L., ... & Rosillo, R. (2015). Kharaysin: A PPNA and PPNB site by the Zarqa River 2014 and 2015 field seasons. NEO-LITHICS 2/15.",,,,,,
IRPA/KIK database,"Van Strydonck, M. and De Roock, E., 2011. Royal Institute for Cultural Heritage web-based radiocarbon database. Radiocarbon, 53(2), pp. 367-370.",,,,,,
Jelinek 1982,"Jelinek, A. J. (1982). The Tabun cave and Paleolithic man in the Levant. Science, 216(4553), 1369-1375.",,,,,,
Jones & Richter 2011,"Jones, M.D. and Richter, T., 2011. Paleoclimatic and archeological implications of Pleistocene and Holocene environments in Azraq, Jordan. Quaternary Research, 76(3), pp.363-372.",,,,,,
Jull et al. 1998,"Jull, A. J. T., Donahue, D. J., Carmi, I, and Segal, D., 1998. In: Schick, T., 1998. The Cave of the Warrior: a fourth millennium burial in the Judean Desert (No. 5). Jerusalem: Israel Antiquities Authorit, 110-113. ",,,,,,
Jungner & Sonninen 1989,"Jungner, H., and Sonninen, E., 1989. Radiocarbon dates III. Report no. 3, Dating Laboratory, University of Helsinki, ISBN 951-45-5197-4.",,,,,,
Kadowaki et al. 2008,"Kadowaki, S., Gibbs, K., Allentuck, A. and Banning, E.B., 2008. Late Neolithic Settlement in Wadi Ziqlab, Jordan: al-Basatîn. Paléorient 34 (1), pp.105-129.",,,,,,
Kafafi 1993,"Kafafi, Z., 1993. The Yarmoukians in Jordan. Paléorient 19(1), 101-114.",,,,,,
Kafafi 2011,"Kafafi, Z. (2011), 'The Chalcolithic period in the Golan Heights: A regional or local culture', Paléorient, 36 (1), 141-57.",,,,,,
Kaplan 1966,"Kaplan, G., 1966. Kfar Giladi. Israel Exploration Journal, 16, 272-273. ",,,,,,
Kaplan 1969,"Kaplan, J., 1969. 'Ein el Jarba: Chalcolithic remains in the Plain of Esdraelon. Bulletin of the American Schools of Oriental Research, 194(1), pp.2-39.",,,,,,
Kaufman 1988  ,"Kaufman, D. (1988). New radiocarbon dates for the Geometric Kebaran. Paléorient, 107-109.",,,,,,
Kedar & Kaufman 1975,"Kedar, B. Z., & Kaufman, A. (1975). Radiocarbon measurements of medieval mortars: a preliminary report. Israel exploration journal, 36-38.",,,,,,
Kedar & Mook 1978  ,"Kedar, B.Z.E. and Mook, W.G., 1978. Radiocarbon dating of mortar from the city-wall of Ascalon. Israel Exploration Journal, pp.173-176.",,,,,,
Khalaily et al. 2003,"Khalaily, Hamoudi, Marder, Ofer, and Bankirer, Rina (2003), The Neolithic site of Abu Gosh: the 1995 excavations (Jerusalem: Israel Antiquities Authority).",,,,,,
Khalaily et al. 2007,"Khalaily, H., Bar-Yosef, O., Barzilai, O., Boaretto, E., Bocquentin, F., Le Dosseur, G., Eirikh-Rose, A., Goring-Morris, A.N., Greenhut, Z., Marder, O. and Sapir-Hen, L., 2007. Excavations at Motza in the Judean Hills and the early Pre-Pottery Neolithic B in the southern Levant. Paléorient, 5-37.",,,,,,
Kirkbride 1967,"Kirkbride, D., 1967. Beidha 1965: an interim report. Palestine Exploration Quarterly, 99(1), pp. 5-13.",,,,,,
Kislev et al. 2004  ,"Kislev, M. E., Hartmann, A., and Galili, E. (2004), 'Archaeobotanical and archaeoentomological evidence from a well at Atlit-Yam indicates colder, more humid climate on the Israeli coast during the PPNC period', Journal of Archaeological Science, 31 (9), 1301-10.",,,,,,
Kleiman et al. 2019,"Kleiman, A., Fantalkin, A., Mommsen, H., and Finkelstein, I., 2019. The Date and Origin of Black-on-Red Ware: The View from Megiddo. American Journal of Archaeology, 123(4), 531-555.",,,,,,
